name_index,sexe_index,count,idmax,max,x,y,name,sexe,entropy,life
KLEBER,1,8370,1912,307,52.473,8.30382,KLEBER (M),1,3.89365,0.420168
KLOE,2,1082,2013,83,-8.4473,35.2061,KLOE (F),0,3.10999,0.201681
KRISTEL,2,1182,1984,78,-17.4606,-47.071,KRISTEL (F),0,3.35045,0.252101
KRISTELL,2,1532,1977,124,-11.7781,-52.8846,KRISTELL (F),0,3.17924,0.184874
KYARA,2,1523,2014,135,-1.78188,46.9839,KYARA (F),0,2.70079,0.134454
KYLE,1,1374,2014,129,0.412218,47.6709,KYLE (M),1,2.96391,0.168067
KYLIAN,1,26545,2007,2031,-30.4859,35.8607,KYLIAN (M),1,2.98223,0.176471
KYLIANN,1,1452,2007,126,-31.7392,38.1927,KYLIANN (M),1,2.94117,0.159664
KYLLIAN,1,8574,2006,684,-37.2706,31.8435,KYLLIAN (M),1,3.01617,0.184874
LAETICIA,2,2166,1996,109,-37.9968,-3.23931,LAETICIA (F),0,3.7535,0.386555
LAETITIA,2,143061,1982,9148,-16.6635,-45.9911,LAETITIA (F),0,3.4456,0.268908
LAHCEN,1,1105,1984,51,-17.3272,-36.7603,LAHCEN (M),1,4.02418,0.504202
LAHNA,2,1596,2013,184,0.236016,55.1232,LAHNA (F),0,2.69247,0.12605
LAILA,2,5888,1981,240,-16.558,-34.4749,LAILA (F),0,3.96451,0.495798
LAINA,2,1504,2014,144,4.92616,47.4422,LAINA (F),0,2.88312,0.134454
LALIE,2,4363,2007,415,-30.9828,40.6869,LALIE (F),0,2.86501,0.151261
LALY,2,5791,2008,533,-27.5931,45.2188,LALY (F),0,2.88978,0.151261
LAMBERT,1,2051,1989,88,21.8468,2.44797,LAMBERT (M),1,4.5074,0.739496
LAMIA,2,3782,2010,131,-12.9789,-5.12595,LAMIA (F),0,3.84446,0.403361
LAMINE,1,1738,2013,81,-4.39544,10.6463,LAMINE (M),1,3.79659,0.369748
LANA,2,21448,2014,1741,-9.33537,45.5821,LANA (F),0,2.78747,0.12605
LANCELOT,1,1422,2003,81,-35.7386,4.92584,LANCELOT (M),1,3.47756,0.268908
LANDRY,1,3582,1980,115,-19.0537,-18.2568,LANDRY (M),1,4.25724,0.596639
LARA,2,9423,1998,382,-14.629,11.2501,LARA (F),0,3.69725,0.411765
LARBI,1,1468,1970,51,6.25015,-36.2134,LARBI (M),1,4.10554,0.579832
LARISSA,2,1565,1990,80,-31.1244,-19.3371,LARISSA (F),0,3.7262,0.386555
LARRY,1,1033,1988,52,-30.056,-34.9109,LARRY (M),1,3.95809,0.512605
LASSANA,1,1609,2016,77,-5.3306,9.19792,LASSANA (M),1,3.61258,0.327731
LATIFA,2,3950,1982,187,-13.6999,-43.5183,LATIFA (F),0,3.83439,0.462185
LAURA,2,146770,1988,9242,-37.154,-15.968,LAURA (F),0,3.5187,0.260504
LAURANE,2,1910,1998,168,-42.9649,-6.4102,LAURANE (F),0,3.25745,0.226891
LAURANNE,2,1381,1986,85,-36.8027,-18.7837,LAURANNE (F),0,3.35682,0.226891
LAURE,2,83118,1982,2456,-4.46799,-40.7779,LAURE (F),0,4.4558,0.781513
LAUREEN,2,5016,2001,288,-33.381,-10.4418,LAUREEN (F),0,3.56077,0.319328
LAURELINE,2,2967,1988,109,-22.1253,-8.44729,LAURELINE (F),0,3.69885,0.369748
LAUREN,2,3958,1995,267,-38.4106,-17.905,LAUREN (F),0,3.50434,0.310924
LAURENA,2,1637,2000,94,-36.1581,5.48611,LAURENA (F),0,3.44087,0.277311
LAURENCE,2,181709,1966,11784,16.551,-48.6697,LAURENCE (F),0,3.73803,0.243697
LAURENE,2,8599,1995,552,-38.0668,-18.3651,LAURENE (F),0,3.44013,0.277311
LAURENT,1,328405,1970,19957,11.2883,-50.0512,LAURENT (M),1,3.83497,0.268908
LAURENTINE,2,1106,1907,54,48.3064,18.5066,LAURENTINE (F),0,3.5717,0.319328
LAURETTE,2,7771,1957,218,34.7107,-26.7215,LAURETTE (F),0,4.5812,0.92437
LAURIANE,2,13811,1991,577,-26.6007,-19.1309,LAURIANE (F),0,3.68077,0.302521
LAURIANNE,2,4796,1985,233,-26.2213,-30.4234,LAURIANNE (F),0,3.81028,0.285714
LAURIE,2,29677,1989,1626,-35.5952,-17.7793,LAURIE (F),0,3.37836,0.235294
LAURINE,2,24903,2000,1898,-42.6441,-4.0601,LAURINE (F),0,3.36017,0.252101
LAURY,2,4422,1999,269,-35.8974,-16.5487,LAURY (F),0,3.34536,0.226891
LAURYN,2,2035,1999,437,-45.7398,12.6276,LAURYN (F),0,2.72692,0.117647
LAURYNE,2,4323,2002,666,-44.6165,14.3775,LAURYNE (F),0,2.95608,0.151261
LAYANA,2,2148,2017,363,23.3862,49.982,LAYANA (F),0,2.49048,0.109244
LAYLA,2,1737,2016,94,2.86724,21.302,LAYLA (F),0,3.72667,0.394958
LAYNA,2,1305,2015,157,10.2837,53.7773,LAYNA (F),0,2.54963,0.109244
LAZARE,1,2798,1901,80,37.9855,13.6781,LAZARE (M),1,4.32551,0.504202
LEA,2,200947,2001,10729,-34.3818,5.68658,LEA (F),0,3.97445,0.403361
LEAH,2,1238,2017,71,-20.9012,12.5081,LEAH (F),0,3.34311,0.243697
LEANA,2,15640,2017,1410,4.27109,44.7689,LEANA (F),0,2.93271,0.176471
LEANDRE,1,11971,2016,801,19.7094,22.0495,LEANDRE (M),1,3.97982,0.294118
LEANDRO,1,5843,2017,681,9.49524,51.0921,LEANDRO (M),1,2.75185,0.12605
LEANE,2,16623,2007,1328,-29.5364,36.5633,LEANE (F),0,2.92546,0.159664
LEANNA,2,1515,2016,156,11.0033,42.1276,LEANNA (F),0,3.02723,0.201681
LEANNE,2,3146,2008,208,-21.4638,28.5913,LEANNE (F),0,3.02191,0.184874
LEELOO,2,1113,2003,85,-33.4823,30.9117,LEELOO (F),0,2.97396,0.176471
LEELOU,2,2091,2006,193,-32.4637,37.9435,LEELOU (F),0,2.87383,0.159664
LEHNA,2,1023,2014,103,4.75944,48.7714,LEHNA (F),0,2.79329,0.159664
LEIA,2,3160,2017,284,1.20337,39.011,LEIA (F),0,2.98013,0.159664
LEILA,2,27577,1982,701,-7.71724,-10.2037,LEILA (F),0,4.05149,0.512605
LEINA,2,2582,2014,234,-1.19805,46.1084,LEINA (F),0,2.90175,0.151261
LELIA,2,1468,2006,63,-15.2782,16.2844,LELIA (F),0,3.91167,0.445378
LENA,2,57021,2013,3590,-15.6151,28.1173,LENA (F),0,3.30335,0.201681
LENAIC,1,1487,2007,59,-6.673,-0.701263,LENAIC (M),1,3.73441,0.369748
LENAIG,2,1547,1978,51,-16.8751,-19.6052,LENAIG (F),0,3.82877,0.403361
LENI,1,1591,2008,138,-21.9283,43.5645,LENI (M),1,2.99077,0.168067
LENNA,2,1065,2013,119,-3.20531,55.6803,LENNA (F),0,2.91661,0.151261
LENNY,1,22866,2011,1620,-14.9294,41.3983,LENNY (M),1,2.99458,0.168067
LENY,1,7722,2010,621,-18.7053,43.7351,LENY (M),1,3.10489,0.159664
LENZO,1,2186,2017,282,12.1788,54.1693,LENZO (M),1,2.44994,0.10084
LEO,1,100955,2015,5097,-17.6037,22.1427,LEO (M),1,3.5368,0.243697
LEO-PAUL,1,1772,2007,116,-25.5068,27.4684,LEO-PAUL (M),1,3.21299,0.218487
LEOCADIE,2,2364,1931,73,53.0256,3.41669,LEOCADIE (F),0,4.1569,0.470588
LEON,1,119347,1910,3657,54.4388,10.9475,LEON (M),1,3.99751,0.445378
LEONA,2,4513,2009,265,27.2076,17.2305,LEONA (F),0,3.99474,0.445378
LEONARD,1,14323,2017,479,27.777,14.6301,LEONARD (M),1,4.5003,0.739496
LEONARDO,1,1921,2016,121,11.8999,33.3369,LEONARDO (M),1,3.7904,0.277311
LEONCE,1,7372,1909,265,52.9961,9.37588,LEONCE (M),1,3.91521,0.378151
LEONCE,2,2061,1914,80,51.7624,15.3881,LEONCE (F),0,3.72786,0.336134
LEONE,2,24165,1920,788,54.4819,-2.7848,LEONE (F),0,4.01036,0.453782
LEONEL,1,1241,1928,23,40.9259,0.153057,LEONEL (M),1,4.55518,0.907563
LEONIDE,2,1218,1901,48,47.6774,14.066,LEONIDE (F),0,3.88422,0.411765
LEONIE,2,58788,2011,1880,32.592,14.4326,LEONIE (F),0,4.08219,0.462185
LEONNE,2,2201,1922,87,52.3596,1.73782,LEONNE (F),0,3.91875,0.411765
LEONOR,2,1446,2015,122,9.35789,39.3988,LEONOR (F),0,3.5291,0.252101
LEONORE,2,2902,2017,159,7.9519,30.2652,LEONORE (F),0,3.99377,0.369748
LEONTINE,2,23688,1904,1157,46.319,19.2562,LEONTINE (F),0,3.60417,0.268908
LEOPOLD,1,16539,1908,397,37.2415,11.3527,LEOPOLD (M),1,4.32135,0.588235
LEOPOLDINE,2,1958,2016,67,25.5742,12.8295,LEOPOLDINE (F),0,4.31572,0.638655
LESLIE,2,15132,1990,793,-30.1109,-27.0132,LESLIE (F),0,3.66086,0.336134
LESLY,2,1855,2001,94,-29.8251,-6.76,LESLY (F),0,3.65377,0.352941
LETICIA,2,1287,2016,51,0.481862,9.65012,LETICIA (F),0,3.85958,0.428571
LEVI,1,1024,2017,84,9.06087,35.786,LEVI (M),1,3.43163,0.260504
LEVY,1,1038,2017,62,-6.01343,26.0669,LEVY (M),1,3.51038,0.260504
LEWIS,1,1572,2017,176,19.7135,43.1306,LEWIS (M),1,3.22763,0.201681
LEXIE,2,1441,2015,244,15.4668,55.306,LEXIE (F),0,2.18614,0.0756303
LEYA,2,1319,2017,143,8.43113,47.9678,LEYA (F),0,2.74539,0.134454
LEYLA,2,2509,2016,137,0.510287,21.583,LEYLA (F),0,3.69921,0.352941
LEYNA,2,3474,2016,401,9.41466,53.0599,LEYNA (F),0,2.63162,0.12605
LIA,2,3919,2017,377,11.0648,44.3059,LIA (F),0,3.29727,0.151261
LIAM,1,27693,2016,3703,16.151,51.964,LIAM (M),1,2.65049,0.134454
LIANA,2,2397,2017,252,10.8779,46.0267,LIANA (F),0,3.05978,0.134454
LIDIA,2,2143,1971,52,19.7714,-31.9438,LIDIA (F),0,4.60483,0.907563
LIDWINE,2,1026,1972,136,-8.37357,-56.4128,LIDWINE (F),0,3.27389,0.184874
LILA,2,13901,2012,813,-13.1438,29.2334,LILA (F),0,3.68287,0.336134
LILAS,2,3663,2012,205,-14.4086,29.0362,LILAS (F),0,3.5871,0.268908
LILI,2,6405,2008,545,-31.2441,39.1131,LILI (F),0,3.26436,0.159664
LILI-ROSE,2,1662,2010,179,-30.2364,43.5727,LILI-ROSE (F),0,2.77609,0.142857
LILIA,2,10358,2011,561,-13.262,30.6128,LILIA (F),0,3.76305,0.327731
LILIAN,1,25662,2006,1416,-35.0781,15.1052,LILIAN (M),1,3.84943,0.420168
LILIANA,2,1386,2015,77,5.56202,26.6656,LILIANA (F),0,4.05929,0.453782
LILIANE,2,112071,1947,5172,48.0884,-25.534,LILIANE (F),0,3.85231,0.361345
LILIANNE,2,2163,1939,91,46.8978,-18.7528,LILIANNE (F),0,3.8036,0.394958
LILIE,2,2239,2011,208,-28.4984,45.0496,LILIE (F),0,3.05171,0.142857
LILLY,2,4437,2008,430,-28.6312,46.1099,LILLY (F),0,3.26191,0.142857
LILOU,2,41335,2009,3852,-29.2239,44.1687,LILOU (F),0,2.8141,0.151261
LILWENN,2,1774,2013,281,0.198607,57.425,LILWENN (F),0,2.42248,0.10084
LILY,2,18643,2011,1660,-12.826,49.0372,LILY (F),0,3.04956,0.151261
LILY-ROSE,2,5095,2010,482,-11.3309,48.8565,LILY-ROSE (F),0,2.70591,0.142857
LILYA,2,3848,2015,385,5.18714,48.2624,LILYA (F),0,2.92753,0.134454
LINA,2,55611,2012,3462,-8.32801,40.1871,LINA (F),0,3.83678,0.218487
LINDA,2,30723,1982,1515,-12.6924,-46.2132,LINDA (F),0,3.93944,0.462185
LINDSAY,2,8460,2008,385,-21.8112,-3.77936,LINDSAY (F),0,3.56017,0.294118
LINDSEY,2,1608,1985,81,-3.60264,7.36056,LINDSEY (F),0,3.54502,0.302521
LINE,2,13332,1957,363,18.2445,-28.2594,LINE (F),0,4.50334,0.831933
LINETTE,2,1019,1947,41,49.9635,-23.2801,LINETTE (F),0,3.92766,0.495798
LINO,1,5214,2016,374,-1.092,43.9132,LINO (M),1,3.62088,0.176471
LIONEL,1,92202,1971,4043,9.598,-44.8567,LIONEL (M),1,4.17268,0.487395
LIONNEL,1,2622,1970,125,12.1222,-46.4358,LIONNEL (M),1,4.19929,0.512605
LISA,2,65836,2001,3609,-36.6045,5.68248,LISA (F),0,3.62611,0.285714
LISA-MARIE,2,1111,2003,77,-40.498,3.48256,LISA-MARIE (F),0,3.34023,0.252101
LISANDRO,1,1948,2017,312,19.7446,54.1908,LISANDRO (M),1,2.25638,0.0840336
LISE,2,34036,2012,997,-5.36086,2.86493,LISE (F),0,4.40655,0.764706
LISEA,2,1036,2005,157,5.09374,62.1485,LISEA (F),0,2.55702,0.109244
LISETTE,2,4489,1953,132,46.052,-22.3153,LISETTE (F),0,4.30543,0.605042
LISIANE,2,2768,1954,139,37.2751,-38.9719,LISIANE (F),0,3.97173,0.445378
LISON,2,9817,2010,595,-16.1785,28.1508,LISON (F),0,3.28854,0.243697
LIV,2,1435,2017,195,18.9435,47.7444,LIV (F),0,2.7212,0.134454
LIVIA,2,6795,2014,795,14.7388,51.2737,LIVIA (F),0,3.3753,0.117647
LIVIO,1,3664,2017,364,16.0107,48.8193,LIVIO (M),1,3.49275,0.134454
LIYA,2,1740,2017,286,22.0176,50.638,LIYA (F),0,2.40751,0.092437
LIZ,2,1079,2013,97,1.6737,40.9237,LIZ (F),0,3.1896,0.176471
LIZA,2,2934,2006,140,-15.9346,7.68055,LIZA (F),0,3.69372,0.378151
LIZEA,2,1451,2005,300,5.11232,62.1497,LIZEA (F),0,2.4933,0.109244
LOAN,1,10796,2010,803,-15.0613,39.3169,LOAN (M),1,3.06302,0.184874
LOAN,2,2020,2003,399,-44.5917,15.0529,LOAN (F),0,2.61807,0.10084
LOANE,2,10057,2006,983,-38.1735,34.6706,LOANE (F),0,2.80367,0.159664
LOANN,1,2376,2009,146,-21.6026,27.0249,LOANN (M),1,3.17256,0.218487
LOANNE,2,2284,2008,192,-38.8526,32.738,LOANNE (F),0,2.96481,0.168067
LOETITIA,2,3841,1972,296,5.4942,-54.6652,LOETITIA (F),0,3.95432,0.344538
LOEVAN,1,1545,2015,184,8.94192,52.5916,LOEVAN (M),1,2.5609,0.117647
LOGAN,1,12931,2003,994,-38.9534,11.6448,LOGAN (M),1,3.36211,0.243697
LOHAN,1,4882,2012,451,-11.6932,50.5883,LOHAN (M),1,2.86117,0.151261
LOHANN,1,1146,2011,99,-13.9029,47.5278,LOHANN (M),1,2.89661,0.159664
LOIC,1,105904,1987,3597,-11.7882,-33.0237,LOIC (M),1,4.07762,0.529412
LOICK,1,2915,1999,214,-41.9257,-8.2321,LOICK (M),1,3.48845,0.210084
LOIS,1,6832,2010,348,-15.0247,21.0486,LOIS (M),1,3.57091,0.285714
LOIS,2,3015,1999,171,-20.5139,20.3863,LOIS (F),0,3.31475,0.201681
LOISE,2,2032,2007,97,-22.9599,17.4673,LOISE (F),0,3.53691,0.294118
LOLA,2,67096,2010,4908,-22.3545,34.7477,LOLA (F),0,3.23485,0.218487
LOLITA,2,7036,1987,428,-42.1749,-24.3536,LOLITA (F),0,3.83893,0.277311
LOONA,2,1640,2012,197,-7.31724,55.7024,LOONA (F),0,2.95904,0.159664
LORA,2,1090,2004,69,-36.9247,24.7694,LORA (F),0,3.61589,0.302521
LORELEI,2,1974,1996,97,-28.1017,-2.96448,LORELEI (F),0,3.54102,0.294118
LORENA,2,3751,2008,212,-25.5288,20.9274,LORENA (F),0,3.52949,0.252101
LORENE,2,3752,1995,206,-35.4367,-20.3969,LORENE (F),0,3.635,0.302521
LORENZA,2,1428,2002,72,-28.069,8.33615,LORENZA (F),0,3.79638,0.361345
LORENZO,1,24886,2008,1621,-19.4275,33.1457,LORENZO (M),1,3.37181,0.193277
LORETTE,2,2365,2004,95,-31.4028,3.6762,LORETTE (F),0,4.52699,0.781513
LORIANE,2,3013,2003,156,-31.9891,-3.61985,LORIANE (F),0,3.58679,0.319328
LORIE,2,2372,2002,496,-44.8595,14.4825,LORIE (F),0,2.97692,0.0756303
LORINE,2,3362,2002,244,-40.5861,10.2082,LORINE (F),0,3.41521,0.268908
LORIS,1,14149,2010,799,-19.5747,20.9328,LORIS (M),1,3.4815,0.243697
LORNA,2,1291,2004,101,-37.3021,25.6191,LORNA (F),0,3.52786,0.302521
LORRAINE,2,4305,1992,172,-32.281,-25.9376,LORRAINE (F),0,4.25046,0.571429
LORYS,1,1412,2013,136,-2.36091,51.7997,LORYS (M),1,3.00052,0.176471
LOTFI,1,1650,1983,65,-19.7875,-29.5939,LOTFI (M),1,3.86122,0.428571
LOU,1,2697,2008,142,-15.6415,20.8726,LOU (M),1,3.37656,0.260504
LOU,2,38507,2005,2329,-19.5324,27.9137,LOU (F),0,3.17894,0.210084
LOU-ANN,2,6341,2006,656,-37.7991,34.3373,LOU-ANN (F),0,2.82606,0.159664
LOU-ANNE,2,7455,2004,671,-38.1331,32.045,LOU-ANNE (F),0,2.9191,0.168067
LOUAN,1,1267,2010,94,-30.8774,33.6544,LOUAN (M),1,2.94037,0.168067
LOUANA,2,1102,2015,107,5.89184,42.8812,LOUANA (F),0,2.89718,0.168067
LOUANE,2,22469,2010,1981,-18.8663,44.514,LOUANE (F),0,2.7913,0.142857
LOUANN,2,2879,2008,285,-37.9868,34.826,LOUANN (F),0,2.79393,0.151261
LOUANNE,2,4813,2009,406,-30.732,37.6589,LOUANNE (F),0,2.92167,0.168067
LOUBNA,2,4088,1984,144,-17.5873,-18.8561,LOUBNA (F),0,3.72624,0.361345
LOUCA,1,2924,2008,275,-10.6496,50.2947,LOUCA (M),1,2.77853,0.142857
LOUCAS,1,2500,2013,231,-10.557,50.3974,LOUCAS (M),1,2.80119,0.142857
LOUIS,1,513246,1920,11604,39.2801,6.76926,LOUIS (M),1,4.30747,0.655462
LOUIS-MARIE,1,1923,1997,61,-27.7209,-14.5589,LOUIS-MARIE (M),1,4.20157,0.605042
LOUISA,2,16782,2017,577,25.3309,16.244,LOUISA (F),0,4.55009,0.848739
LOUISE,2,260135,1901,7199,37.9237,12.3065,LOUISE (F),0,4.1733,0.554622
LOUISETTE,2,20106,1934,658,48.5476,-19.1817,LOUISETTE (F),0,3.96702,0.420168
LOUISIANE,2,1100,1960,28,-2.37457,-24.7193,LOUISIANE (F),0,4.43577,0.815126
LOUISON,1,4036,2013,224,-17.2137,24.9487,LOUISON (M),1,3.3489,0.218487
LOUISON,2,4519,2015,349,-2.57344,38.9036,LOUISON (F),0,3.17411,0.218487
LOUKA,1,11137,2014,1032,-10.2333,50.2672,LOUKA (M),1,2.75492,0.142857
LOUKAS,1,1847,2013,213,-0.696768,54.9332,LOUKAS (M),1,2.6994,0.12605
LOUNA,2,32506,2010,2761,-18.699,43.8775,LOUNA (F),0,2.86304,0.151261
LOUNES,1,1793,2014,102,-13.4598,28.3441,LOUNES (M),1,3.58636,0.260504
LOUNIS,1,1316,2009,88,-4.11368,35.1465,LOUNIS (M),1,3.56576,0.285714
LOUP,1,1857,2017,151,9.23268,33.4208,LOUP (M),1,3.41756,0.260504
LUANA,2,1904,2000,147,-1.05304,29.8818,LUANA (F),0,3.33893,0.235294
LUBIN,1,3254,2012,243,-19.7738,42.0962,LUBIN (M),1,3.12325,0.142857
LUC,1,64893,1964,2127,26.056,-36.6431,LUC (M),1,4.39162,0.705882
LUCA,1,14185,2009,868,-27.2328,21.2408,LUCA (M),1,3.30253,0.226891
LUCAS,1,164810,2002,9319,-32.3639,12.2538,LUCAS (M),1,3.37028,0.243697
LUCE,2,7539,2016,158,37.0772,3.81239,LUCE (F),0,4.59509,0.957983
LUCETTE,2,69905,1932,2535,48.4136,-17.068,LUCETTE (F),0,3.88774,0.420168
LUCIA,2,8305,2017,189,25.8817,14.9898,LUCIA (F),0,4.64198,0.97479
LUCIANA,2,1350,2015,65,6.78053,17.1978,LUCIANA (F),0,4.13047,0.529412
LUCIANO,1,2566,2016,99,5.88442,14.3794,LUCIANO (M),1,4.29102,0.613445
LUCIE,2,201229,1998,4267,29.1008,7.17114,LUCIE (F),0,4.45268,0.705882
LUCIEN,1,214462,1920,6222,57.4266,-0.534017,LUCIEN (M),1,4.15328,0.495798
LUCIENNE,2,170690,1920,6290,56.1373,0.726664,LUCIENNE (F),0,3.91613,0.436975
LUCILE,2,36373,1990,1224,-23.644,-11.9979,LUCILE (F),0,4.45342,0.840336
LUCILLE,2,9109,1990,420,-30.3585,-13.4019,LUCILLE (F),0,3.89179,0.327731
LUCINDA,2,1072,1995,53,-37.6955,-4.96384,LUCINDA (F),0,3.80346,0.394958
LUCY,2,7557,2015,477,-1.25513,25.4347,LUCY (F),0,3.79752,0.302521
LUDIVINE,2,41842,1983,1897,-24.533,-31.5489,LUDIVINE (F),0,3.65917,0.319328
LUDMILA,2,1065,1996,41,-22.9034,3.09101,LUDMILA (F),0,3.98403,0.512605
LUDMILLA,2,1490,2000,46,-21.8215,-17.7821,LUDMILLA (F),0,3.99281,0.470588
LUDOVIC,1,127010,1977,6735,-12.1514,-48.3992,LUDOVIC (M),1,3.77906,0.310924
LUDWIG,1,3267,1996,150,-29.9441,-28.4223,LUDWIG (M),1,3.82753,0.378151
LUIGI,1,4475,2006,126,-0.935944,-10.4699,LUIGI (M),1,4.38567,0.722689
LUIS,1,8516,1971,316,7.18086,12.6543,LUIS (M),1,4.09723,0.504202
LUISA,2,1856,2017,64,6.76891,13.748,LUISA (F),0,4.16924,0.588235
LUKA,1,9175,2010,666,-21.7459,38.3955,LUKA (M),1,3.02085,0.176471
LUKAS,1,8443,2004,1058,-36.4478,36.4429,LUKAS (M),1,3.03572,0.176471
LUKE,1,1374,2016,80,-10.5034,24.2867,LUKE (M),1,3.30669,0.226891
LUNA,2,20477,2009,1589,-21.3282,37.4611,LUNA (F),0,2.96664,0.168067
LYA,2,7380,2017,1011,17.0238,51.7357,LYA (F),0,2.55198,0.109244
LYAM,1,7120,2016,1282,23.8028,52.2953,LYAM (M),1,2.36538,0.0840336
LYANA,2,3510,2017,667,24.5223,50.8355,LYANA (F),0,2.36255,0.0840336
LYDIA,2,31264,1970,1100,12.6645,-40.3922,LYDIA (F),0,4.51644,0.798319
LYDIE,2,63134,1963,1562,22.6095,-32.231,LYDIE (F),0,4.53786,0.890756
LYES,1,2242,2012,97,-11.8833,8.71654,LYES (M),1,3.6541,0.344538
LYLA,2,1753,2013,167,1.18571,49.5385,LYLA (F),0,2.92558,0.142857
LYLIA,2,2722,2015,208,-2.68425,40.0437,LYLIA (F),0,3.23972,0.226891
LYLIAN,1,1800,2007,109,-27.1876,27.6138,LYLIAN (M),1,3.55865,0.268908
LYLIANE,2,2581,1947,174,48.0711,-28.3117,LYLIANE (F),0,3.63435,0.310924
LYLOU,2,7565,2011,693,-12.5077,48.5928,LYLOU (F),0,2.76103,0.142857
LYNA,2,10656,2015,954,-0.837009,45.9794,LYNA (F),0,2.87331,0.142857
LYNDA,2,5400,1977,280,-5.25382,-51.9149,LYNDA (F),0,3.89041,0.445378
LYNE,2,2570,2017,170,11.9962,34.4842,LYNE (F),0,3.9104,0.260504
LYNN,2,1181,2017,91,0.570926,37.7759,LYNN (F),0,3.30244,0.193277
LYSA,2,2299,2006,159,-34.8928,16.8358,LYSA (F),0,3.33636,0.235294
LYSANDRE,1,1032,2016,95,2.48929,45.8601,LYSANDRE (M),1,2.95061,0.142857
LYSE,2,2307,2017,112,-7.96447,24.6643,LYSE (F),0,3.8706,0.352941
LYSIANE,2,10107,1954,505,35.8237,-39.6781,LYSIANE (F),0,4.03897,0.470588
MACEO,1,1764,2008,130,-22.4652,37.9004,MACEO (M),1,2.94781,0.176471
MADDY,2,1466,2017,120,10.9103,38.6627,MADDY (F),0,3.64084,0.260504
MADELEINE,2,304226,1920,9970,57.1455,1.39499,MADELEINE (F),0,3.9892,0.445378
MADELINE,2,3534,1990,161,-26.5053,-5.36894,MADELINE (F),0,3.69167,0.352941
MADISON,2,4708,1997,314,-42.2391,-2.09495,MADISON (F),0,3.25347,0.226891
MADJID,1,1583,1974,50,4.57211,-36.4358,MADJID (M),1,4.07715,0.571429
MADYSON,2,1004,2010,74,-20.977,34.3028,MADYSON (F),0,3.13963,0.210084
MAE,1,4529,2013,516,0.558138,52.9116,MAE (M),1,2.54232,0.10084
MAE,2,4137,2007,369,-33.3287,37.3801,MAE (F),0,3.04277,0.168067
MAEL,1,53211,2017,3704,-4.50788,38.0055,MAEL (M),1,3.23702,0.193277
MAELA,2,2113,2003,113,-27.9515,7.29585,MAELA (F),0,3.64261,0.361345
MAELAN,1,1644,2016,173,9.57855,45.9463,MAELAN (M),1,2.92269,0.151261
MAELIA,2,2516,2013,248,1.6796,49.9052,MAELIA (F),0,2.7386,0.134454
MAELIE,2,5196,2011,442,-11.7197,48.39,MAELIE (F),0,2.86651,0.142857
MAELINE,2,5420,2011,474,-12.0264,48.4277,MAELINE (F),0,2.80291,0.142857
MAELIS,2,2121,2006,176,-36.7985,29.5854,MAELIS (F),0,3.16408,0.218487
MAELISS,2,1528,1999,111,-40.7268,3.47899,MAELISS (F),0,3.23647,0.218487
MAELLA,2,1177,2006,76,-28.6576,25.4858,MAELLA (F),0,3.39701,0.252101
MAELLE,2,31641,2005,1687,-28.938,13.2395,MAELLE (F),0,3.48929,0.285714
MAELLY,2,1531,2012,151,-7.20712,54.6548,MAELLY (F),0,2.95049,0.168067
MAELLYS,2,1729,2009,169,-30.7802,42.5252,MAELLYS (F),0,2.88386,0.168067
MAELY,2,4625,2012,480,-4.13544,53.5183,MAELY (F),0,2.80941,0.12605
MAELYA,2,2446,2015,377,15.0519,54.323,MAELYA (F),0,2.37489,0.10084
MAELYNE,2,3763,2013,406,-1.11716,53.72,MAELYNE (F),0,2.6577,0.12605
MAELYS,2,41769,2009,3726,-27.8778,43.8353,MAELYS (F),0,3.0315,0.184874
MAELYSS,2,1644,2007,135,-30.6185,38.2189,MAELYSS (F),0,3.03109,0.193277
MAENA,2,1681,2006,132,-28.8129,36.4366,MAENA (F),0,3.0143,0.168067
MAEVA,2,56360,2001,3281,-37.6389,1.44628,MAEVA (F),0,3.45527,0.277311
MAGALI,2,74139,1973,4000,-7.67214,-50.7259,MAGALI (F),0,3.58395,0.260504
MAGALIE,2,25803,1981,1607,-10.952,-50.1025,MAGALIE (F),0,3.52247,0.268908
MAGALY,2,2600,1980,156,-10.0119,-49.8386,MAGALY (F),0,3.68524,0.294118
MAGDALENA,2,2274,1980,111,-21.6735,-32.1264,MAGDALENA (F),0,3.94199,0.394958
MAGDELEINE,2,6456,1908,246,49.0222,15.6473,MAGDELEINE (F),0,3.80423,0.361345
MAGGY,2,2230,1977,165,-10.5461,-53.1758,MAGGY (F),0,3.60718,0.218487
MAGUY,2,3033,1962,100,23.1263,-36.5844,MAGUY (F),0,4.17747,0.529412
MAHAMADOU,1,2905,1985,100,-8.74456,-2.68031,MAHAMADOU (M),1,3.68409,0.352941
MAHAUT,2,1520,2009,87,-15.6621,24.9113,MAHAUT (F),0,3.29645,0.243697
MAHDI,1,1964,2010,135,2.71709,27.8303,MAHDI (M),1,3.59652,0.352941
MAHE,1,6780,2014,694,1.44574,51.0499,MAHE (M),1,2.68822,0.12605
MAHE,2,1248,2007,111,-34.1432,35.7121,MAHE (F),0,3.19874,0.193277
MAHER,1,1153,2014,106,14.331,50.1094,MAHER (M),1,3.4454,0.285714
