name_index,sexe_index,count,idxmax,max,x,y,name,sexe,entropy,life
JOSYANE,2,2861,1948,224,56.25896,-20.69921,JOSYANE (F),0.0,3.3965159623803185,0.2605042016806723
JOY,2,4550,1992,472,-57.561226,20.263403,JOY (F),0.0,3.3209001408997625,0.2689075630252101
JOYCE,2,3031,2015,192,-42.825085,16.45595,JOYCE (F),0.0,3.6899901069477474,0.29411764705882354
JUAN,1,8798,1966,470,31.96168,-48.005688,JUAN (M),1.0,4.152722081842126,0.3865546218487395
JUDE,1,1337,2013,61,-34.23935,32.084656,JUDE (M),1.0,4.394935895420104,0.7310924369747899
JUDICAEL,1,2657,1988,103,-5.0939045,-33.029583,JUDICAEL (M),1.0,3.732094686699957,0.37815126050420167
JUDITH,2,10188,1970,327,12.633228,-23.513071,JUDITH (F),0.0,4.548986136354203,0.8235294117647058
JULES,1,149178,2015,5152,28.271612,19.13611,JULES (M),1.0,4.196153275969223,0.5630252100840336
JULIA,2,65882,2015,2351,23.60973,17.194185,JULIA (F),0.0,4.317058036883333,0.6050420168067226
JULIAN,1,16006,2012,705,-25.663353,4.084125,JULIAN (M),1.0,3.7424064264414127,0.31932773109243695
JULIANA,2,4361,2013,177,-32.112247,5.43989,JULIANA (F),0.0,4.25336433216391,0.453781512605042
JULIANE,2,3148,2002,114,3.3812783,8.663609,JULIANE (F),0.0,4.415928331594808,0.7310924369747899
JULIANNE,2,1590,2005,77,2.750064,8.203712,JULIANNE (F),0.0,4.061319225632735,0.42857142857142855
JULIE,2,213392,1987,9937,-11.7417755,-33.977024,JULIE (F),0.0,4.01286993304615,0.42016806722689076
JULIEN,1,343855,1985,17027,-10.078265,-44.182034,JULIEN (M),1.0,4.1146531446969075,0.48739495798319327
JULIENNE,2,30016,1909,1036,49.908768,24.01614,JULIENNE (F),0.0,3.8643730989178997,0.36134453781512604
JULIETTE,2,161079,2000,3034,30.35805,15.556634,JULIETTE (F),0.0,4.437106526613009,0.7394957983193278
JULINE,2,3443,2007,230,-9.709441,25.87944,JULINE (F),0.0,3.330959992386061,0.24369747899159663
JULIO,1,1893,2016,71,-40.403275,1.7866701,JULIO (M),1.0,4.314053533025108,0.6134453781512605
JUNE,2,1227,2017,178,-61.76064,28.06692,JUNE (F),0.0,2.636822144335167,0.10084033613445378
JUNIOR,1,1310,2006,58,-24.933033,4.2815638,JUNIOR (M),1.0,3.5812998598384373,0.31932773109243695
JUSTIN,1,20902,2003,499,30.079685,15.519238,JUSTIN (M),1.0,4.436080688726483,0.7478991596638656
JUSTINE,2,92654,1992,5397,1.9710524,-9.30685,JUSTINE (F),0.0,3.858364415357961,0.2689075630252101
KAAN,1,1159,2010,82,-12.150131,28.016497,KAAN (M),1.0,3.1903059428529357,0.20168067226890757
KADER,1,1612,1973,55,16.484814,-39.08031,KADER (M),1.0,4.095947540988748,0.5546218487394958
KADIATOU,2,1270,2015,63,-27.586754,6.1211114,KADIATOU (F),0.0,3.5613257223219343,0.3277310924369748
KAHINA,2,3742,2006,197,-10.018928,9.770571,KAHINA (F),0.0,3.612292689189002,0.3277310924369748
KAINA,2,2119,2006,146,-11.049497,28.302723,KAINA (F),0.0,3.2942310813182107,0.226890756302521
KAIS,1,12584,2014,1308,-49.319008,34.10793,KAIS (M),1.0,2.8818066935519053,0.13445378151260504
KAISS,1,1083,2012,100,-40.45446,42.007885,KAISS (M),1.0,3.0813659547372483,0.15966386554621848
KALVIN,1,1531,2009,117,-19.843992,31.31897,KALVIN (M),1.0,3.0982639906946123,0.19327731092436976
KAMAL,1,2843,1981,139,3.3864288,-49.12154,KAMAL (M),1.0,3.8352136899400797,0.3949579831932773
KAMEL,1,13690,1981,493,15.066525,-41.127777,KAMEL (M),1.0,3.927813861725815,0.46218487394957986
KAMELIA,2,2405,2016,154,-29.078733,20.34164,KAMELIA (F),0.0,3.324461686402513,0.25210084033613445
KAMIL,1,2863,2017,305,-53.38552,24.8441,KAMIL (M),1.0,3.1054694899194257,0.16806722689075632
KAMILA,2,1014,2017,98,-52.45962,21.237093,KAMILA (F),0.0,3.349582182858893,0.17647058823529413
KAMILIA,2,1055,2017,62,-31.26628,16.509426,KAMILIA (F),0.0,3.514016292574876,0.2857142857142857
KAOUTAR,2,1046,1993,40,-12.196241,-11.452678,KAOUTAR (F),0.0,3.7285380716960868,0.3697478991596639
KARELLE,2,1170,1975,135,8.335297,-60.15375,KARELLE (F),0.0,3.3581931313386835,0.16806722689075632
KAREN,2,13799,1975,938,6.177637,-58.664467,KAREN (F),0.0,3.713510381829528,0.29411764705882354
KARENE,2,1043,1975,85,6.4309483,-58.750526,KARENE (F),0.0,3.430942706320794,0.2773109243697479
KARIM,1,38010,1981,1512,5.6831717,-45.460457,KARIM (M),1.0,3.85726510591956,0.4789915966386555
KARIMA,2,11259,1983,522,3.074467,-48.69096,KARIMA (F),0.0,3.7334081509522843,0.3445378151260504
KARIN,2,1998,1970,113,27.031912,-47.346664,KARIN (F),0.0,3.7075624276680768,0.35294117647058826
KARINA,2,2402,1972,122,14.046608,-50.103905,KARINA (F),0.0,3.9036624370597632,0.48739495798319327
KARINE,2,121087,1972,11675,19.399437,-56.891502,KARINE (F),0.0,3.1616995175538363,0.16806722689075632
KARL,1,9993,1972,330,12.333701,-29.668924,KARL (M),1.0,4.260364451612834,0.5294117647058824
KARLA,2,1183,2006,128,-0.3485069,29.810696,KARLA (F),0.0,3.199188620009692,0.18487394957983194
KASSANDRA,2,4468,2003,278,0.2797862,3.6391432,KASSANDRA (F),0.0,3.2229427339365646,0.23529411764705882
KASSIM,1,1650,2016,279,-66.416435,24.594938,KASSIM (M),1.0,2.8120440681184187,0.09243697478991597
KATARINA,2,1203,2001,69,2.6916564,4.9839716,KATARINA (F),0.0,3.6295171396201575,0.35294117647058826
KATELL,2,3658,1973,201,13.469831,-51.74194,KATELL (F),0.0,3.8566987597856635,0.42857142857142855
KATHERINE,2,1457,1948,70,48.285706,-29.841492,KATHERINE (F),0.0,4.009968563364751,0.5294117647058824
KATHIA,2,1320,1973,97,18.377825,-55.690224,KATHIA (F),0.0,3.661972503483967,0.31092436974789917
KATHLEEN,2,5000,1990,263,-19.304087,-26.073547,KATHLEEN (F),0.0,3.800918137366302,0.33613445378151263
KATHY,2,4529,1973,227,12.850612,-53.86285,KATHY (F),0.0,3.9243143630207076,0.44537815126050423
KATIA,2,30980,1971,2228,19.506104,-55.34431,KATIA (F),0.0,3.7257543911843816,0.31092436974789917
KATIE,2,1055,1973,54,18.25443,-51.091007,KATIE (F),0.0,4.071645207474775,0.5546218487394958
KATY,2,6634,1975,392,11.581604,-56.297653,KATY (F),0.0,3.8485596211837803,0.37815126050420167
KAWTAR,2,1553,2012,119,-23.618937,32.2656,KAWTAR (F),0.0,3.313006352531741,0.24369747899159663
KAYLA,2,1842,2017,206,-51.28365,32.607655,KAYLA (F),0.0,2.6115670311552077,0.1092436974789916
KAYLIAH,2,1136,2012,123,-40.711086,43.853306,KAYLIAH (F),0.0,2.630822777839474,0.12605042016806722
KAYNA,2,1365,2011,123,-32.8911,41.0896,KAYNA (F),0.0,2.74626934995569,0.13445378151260504
KAYS,1,1179,2014,118,-45.28387,38.474213,KAYS (M),1.0,2.7369575846363565,0.12605042016806722
KELIA,2,2945,2013,321,-42.70632,43.299507,KELIA (F),0.0,2.7600879305121273,0.12605042016806722
KELIAN,1,2989,2002,202,-3.2593093,18.264534,KELIAN (M),1.0,3.152590321526646,0.2184873949579832
KELLY,2,24486,1995,1266,-19.76867,-26.256802,KELLY (F),0.0,3.5674568232153616,0.3277310924369748
KELLYA,2,1233,2012,111,-32.104458,40.099163,KELLYA (F),0.0,2.7787755179674276,0.13445378151260504
KELVIN,1,1624,2006,109,-11.579232,25.322474,KELVIN (M),1.0,3.234395451081314,0.23529411764705882
KELYA,2,4236,2013,482,-45.679585,41.065525,KELYA (F),0.0,2.596538192277206,0.11764705882352941
KELYAN,1,3918,2010,322,-19.692226,38.541924,KELYAN (M),1.0,2.8697048897910156,0.15966386554621848
KEN,1,1297,1989,105,-22.400242,-34.84421,KEN (M),1.0,3.592371219757989,0.31932773109243695
KENAN,1,2542,2011,156,-22.90973,24.904408,KENAN (M),1.0,3.3687905889201137,0.24369747899159663
KENDRA,2,1258,2010,100,-27.250067,33.440434,KENDRA (F),0.0,3.0145600329980677,0.17647058823529413
KENJI,1,1605,2014,165,-39.921818,46.208874,KENJI (M),1.0,3.364375146391665,0.23529411764705882
KENJY,1,1206,2014,98,-23.517998,44.59191,KENJY (M),1.0,3.2420237972217456,0.24369747899159663
KENNY,1,6842,1992,381,1.346687,-5.275575,KENNY (M),1.0,3.5409652993223775,0.3025210084033613
KENY,1,1188,2003,65,-5.533212,8.492567,KENY (M),1.0,3.379013271724317,0.24369747899159663
KENZA,2,17260,2000,1245,-1.6001737,12.337882,KENZA (F),0.0,3.2524820434245365,0.20168067226890757
KENZO,1,12279,2014,977,-31.077305,38.00732,KENZO (M),1.0,2.9110571808465022,0.15126050420168066
KEREN,2,1158,2006,66,-13.330818,18.424664,KEREN (F),0.0,3.5058984274345457,0.3277310924369748
KESSY,2,1993,2013,149,-26.315586,34.346954,KESSY (F),0.0,3.009440646267528,0.16806722689075632
KETTY,2,3909,1974,150,14.51235,-44.890034,KETTY (F),0.0,4.177897180904968,0.5378151260504201
KEVIN,1,166143,1991,14114,-22.013258,-32.552773,KEVIN (M),1.0,3.238061912231806,0.21008403361344538
KEZIAH,1,1184,2009,113,-27.364267,41.647907,KEZIAH (M),1.0,2.9212137806075846,0.15126050420168066
KHADIDJA,2,1926,2014,89,-38.634895,7.4286776,KHADIDJA (F),0.0,3.937428699170751,0.4789915966386555
KHADIJA,2,7717,2016,387,-37.370224,9.60408,KHADIJA (F),0.0,3.798956129623017,0.37815126050420167
KHALED,1,2934,1982,134,-3.7558708,-40.01311,KHALED (M),1.0,3.88711452178116,0.453781512605042
KHALID,1,3951,1981,221,-3.2889214,-47.28021,KHALID (M),1.0,3.6364929843169973,0.37815126050420167
KHALIL,1,3218,2016,198,-38.075733,15.676937,KHALIL (M),1.0,3.554262603472061,0.35294117647058826
KHEIRA,2,2847,2010,73,10.956393,-27.206844,KHEIRA (F),0.0,4.073412075801243,0.5126050420168067
KIARA,2,3659,2010,316,-30.802511,39.607475,KIARA (F),0.0,2.8764130247546023,0.15966386554621848
KIERAN,1,1028,2002,61,-5.627465,12.096309,KIERAN (M),1.0,3.4071182666721738,0.2605042016806723
KILIAN,1,10436,2005,761,2.068473,14.822055,KILIAN (M),1.0,3.2537394266391253,0.23529411764705882
KILLIAN,1,21757,2002,1933,3.063847,15.67171,KILLIAN (M),1.0,3.07204859520269,0.19327731092436976
KILLYAN,1,1079,2009,91,-3.0757208,32.29494,KILLYAN (M),1.0,3.0018425743577706,0.19327731092436976
KILYAN,1,2352,2009,206,-9.06258,37.241947,KILYAN (M),1.0,2.9566310194627112,0.18487394957983194
KIM,1,1183,2010,46,-21.645987,-1.8383073,KIM (M),1.0,3.8753633075124134,0.4369747899159664
KIM,2,5011,2011,222,-21.468903,2.8387272,KIM (F),0.0,3.683775984265246,0.31932773109243695
KIMBERLEY,2,6627,1997,614,6.791288,-4.8853974,KIMBERLEY (F),0.0,3.153472640081143,0.226890756302521
KIMBERLY,2,2008,1997,130,3.4923775,-0.20139644,KIMBERLY (F),0.0,3.4430650127092,0.226890756302521
KLARA,2,1882,2005,157,-5.654394,34.065773,KLARA (F),0.0,3.1963699972386874,0.20168067226890757
KLEBER,1,8370,1912,307,49.84449,21.997833,KLEBER (M),1.0,3.893652729253271,0.42016806722689076
KLOE,2,1082,2013,83,-33.481544,25.577826,KLOE (F),0.0,3.109985475229347,0.20168067226890757
KRISTEL,2,1182,1984,78,-1.0875055,-52.37646,KRISTEL (F),0.0,3.3504536075800693,0.25210084033613445
KRISTELL,2,1532,1977,124,5.6806517,-57.210163,KRISTELL (F),0.0,3.179237302832878,0.18487394957983194
KYARA,2,1523,2014,135,-41.628498,35.697292,KYARA (F),0.0,2.700791853452695,0.13445378151260504
KYLE,1,1374,2014,129,-43.746056,35.291954,KYLE (M),1.0,2.9639128869547853,0.16806722689075632
KYLIAN,1,26545,2007,2031,-9.688935,34.745937,KYLIAN (M),1.0,2.982234897834843,0.17647058823529413
KYLIANN,1,1452,2007,126,-8.799114,37.38378,KYLIANN (M),1.0,2.9411677772473275,0.15966386554621848
KYLLIAN,1,8574,2006,684,-2.546039,32.365467,KYLLIAN (M),1.0,3.0161715088084513,0.18487394957983194
LAETICIA,2,2166,1996,109,12.234744,-1.6906629,LAETICIA (F),0.0,3.753502924478716,0.3865546218487395
LAETITIA,2,143061,1982,9148,-0.46148053,-51.243324,LAETITIA (F),0.0,3.4456044166766606,0.2689075630252101
LAHCEN,1,1105,1984,51,-2.2169282,-42.38601,LAHCEN (M),1.0,4.024179784043015,0.5042016806722689
LAHNA,2,1596,2013,184,-46.709267,41.813847,LAHNA (F),0.0,2.692468941619781,0.12605042016806722
LAILA,2,5888,1981,240,-1.5318353,-40.040443,LAILA (F),0.0,3.964509436632045,0.4957983193277311
LAINA,2,1504,2014,144,-47.605858,32.936897,LAINA (F),0.0,2.8831204106100174,0.13445378151260504
LALIE,2,4363,2007,415,-9.47162,39.661728,LALIE (F),0.0,2.8650108969727897,0.15126050420168066
LALY,2,5791,2008,533,-13.9632,43.249897,LALY (F),0.0,2.88977691892466,0.15126050420168066
LAMBERT,1,2051,1989,88,26.454384,4.9434752,LAMBERT (M),1.0,4.507403956927154,0.7394957983193278
LAMIA,2,3782,2010,131,-18.405226,-7.987609,LAMIA (F),0.0,3.844460331780235,0.40336134453781514
LAMINE,1,1738,2013,81,-29.906134,4.3600435,LAMINE (M),1.0,3.796585055834642,0.3697478991596639
LANA,2,21448,2014,1741,-32.704006,39.115143,LANA (F),0.0,2.787473321439821,0.12605042016806722
LANCELOT,1,1422,2003,81,-0.9406228,5.7342176,LANCELOT (M),1.0,3.4775574537264684,0.2689075630252101
LANDRY,1,3582,1980,115,-4.6642995,-24.412756,LANDRY (M),1.0,4.257240175674034,0.5966386554621849
LARA,2,9423,1998,382,-19.550234,8.139233,LARA (F),0.0,3.6972516846447876,0.4117647058823529
LARBI,1,1468,1970,51,19.553028,-38.03363,LARBI (M),1.0,4.105540266920625,0.5798319327731093
LARISSA,2,1565,1990,80,-15.786211,-26.408337,LARISSA (F),0.0,3.726198664529475,0.3865546218487395
LARRY,1,1033,1988,52,-14.111279,-41.614258,LARRY (M),1.0,3.9580859925344782,0.5126050420168067
LASSANA,1,1609,2016,77,-28.659708,3.1503735,LASSANA (M),1.0,3.6125753263312035,0.3277310924369748
LATIFA,2,3950,1982,187,2.0706625,-48.43607,LATIFA (F),0.0,3.834385809897564,0.46218487394957986
LAURA,2,146770,1988,9242,-21.869364,-27.083807,LAURA (F),0.0,3.518702264519363,0.2605042016806723
LAURANE,2,1910,1998,168,7.0775113,-4.1144614,LAURANE (F),0.0,3.2574452584886315,0.226890756302521
LAURANNE,2,1381,1986,85,-23.445627,-28.508482,LAURANNE (F),0.0,3.3568167952491916,0.226890756302521
LAURE,2,83118,1982,2456,9.636237,-43.32025,LAURE (F),0.0,4.455801624023493,0.7815126050420168
LAUREEN,2,5016,2001,288,-1.4502062,-9.382028,LAUREEN (F),0.0,3.560774509966246,0.31932773109243695
LAURELINE,2,2967,1988,109,-10.405123,-12.670856,LAURELINE (F),0.0,3.6988503240516106,0.3697478991596639
LAUREN,2,3958,1995,267,-21.591717,-29.089466,LAUREN (F),0.0,3.5043404287942646,0.31092436974789917
LAURENA,2,1637,2000,94,-0.25913683,6.091902,LAURENA (F),0.0,3.4408687537911224,0.2773109243697479
LAURENCE,2,181709,1966,11784,32.08358,-46.13288,LAURENCE (F),0.0,3.738033584523468,0.24369747899159663
LAURENE,2,8599,1995,552,-21.23286,-29.223427,LAURENE (F),0.0,3.4401346582001535,0.2773109243697479
LAURENT,1,328405,1970,19957,28.124044,-48.35583,LAURENT (M),1.0,3.83497287963317,0.2689075630252101
LAURENTINE,2,1106,1907,54,42.47488,30.116404,LAURENTINE (F),0.0,3.571698721187361,0.31932773109243695
LAURETTE,2,7771,1957,218,43.299274,-18.228214,LAURETTE (F),0.0,4.581204149500678,0.9243697478991597
LAURIANE,2,13811,1991,577,-11.18707,-23.882086,LAURIANE (F),0.0,3.6807681446983693,0.3025210084033613
LAURIANNE,2,4796,1985,233,-10.537284,-36.60264,LAURIANNE (F),0.0,3.810279467201739,0.2857142857142857
LAURIE,2,29677,1989,1626,-22.593653,-25.87671,LAURIE (F),0.0,3.378364296945841,0.23529411764705882
LAURINE,2,24903,2000,1898,6.436881,-2.0401983,LAURINE (F),0.0,3.360166993832621,0.25210084033613445
LAURY,2,4422,1999,269,-23.065428,-25.886389,LAURY (F),0.0,3.3453579761122665,0.226890756302521
LAURYN,2,2035,1999,437,6.453564,17.343824,LAURYN (F),0.0,2.726920978225452,0.11764705882352941
LAURYNE,2,4323,2002,666,5.3655567,18.724361,LAURYNE (F),0.0,2.9560756747289294,0.15126050420168066
LAYANA,2,2148,2017,363,-64.26059,24.619362,LAYANA (F),0.0,2.4904756426196606,0.1092436974789916
LAYLA,2,1737,2016,94,-38.064766,10.875568,LAYLA (F),0.0,3.7266670767268413,0.3949579831932773
LAYNA,2,1305,2015,157,-55.49326,35.246906,LAYNA (F),0.0,2.549634599273382,0.1092436974789916
LAZARE,1,2798,1901,80,34.992275,22.168753,LAZARE (M),1.0,4.325509581328689,0.5042016806722689
LEA,2,200947,2001,10729,4.680149,6.7245784,LEA (F),0.0,3.9744501351649073,0.40336134453781514
LEAH,2,1238,2017,71,-27.721613,12.706582,LEAH (F),0.0,3.3431112657054642,0.24369747899159663
LEANA,2,15640,2017,1410,-45.806328,31.03986,LEANA (F),0.0,2.932706290413969,0.17647058823529413
LEANDRE,1,11971,2016,801,-34.861618,33.020256,LEANDRE (M),1.0,3.979820893431913,0.29411764705882354
LEANDRO,1,5843,2017,681,-53.369686,33.581524,LEANDRO (M),1.0,2.7518491826232685,0.12605042016806722
LEANE,2,16623,2007,1328,-10.738995,35.182125,LEANE (F),0.0,2.92546230754098,0.15966386554621848
LEANNA,2,1515,2016,156,-50.64574,26.231903,LEANNA (F),0.0,3.0272301047181522,0.20168067226890757
LEANNE,2,3146,2008,208,-16.99573,25.72395,LEANNE (F),0.0,3.0219127391873126,0.18487394957983194
LEELOO,2,1113,2003,85,-5.9516687,30.603308,LEELOO (F),0.0,2.9739560978212762,0.17647058823529413
LEELOU,2,2091,2006,193,-8.122048,37.43493,LEELOU (F),0.0,2.8738322742936746,0.15966386554621848
LEHNA,2,1023,2014,103,-48.116714,34.173138,LEHNA (F),0.0,2.7932945073062756,0.15966386554621848
LEIA,2,3160,2017,284,-40.689537,27.315556,LEIA (F),0.0,2.9801251193726412,0.15966386554621848
LEILA,2,27577,1982,701,-21.886978,-12.668895,LEILA (F),0.0,4.051486677580468,0.5126050420168067
LEINA,2,2582,2014,234,-41.723545,34.63113,LEINA (F),0.0,2.901748617145079,0.15126050420168066
LELIA,2,1468,2006,63,-19.67277,12.376755,LELIA (F),0.0,3.9116735655457586,0.44537815126050423
LENA,2,57021,2013,3590,-22.450891,23.697575,LENA (F),0.0,3.3033477645890104,0.20168067226890757
LENAIC,1,1487,2007,59,-21.766516,-2.1824806,LENAIC (M),1.0,3.734405247764963,0.3697478991596639
LENAIG,2,1547,1978,51,-3.0346644,-27.036118,LENAIG (F),0.0,3.8287736460769213,0.40336134453781514
LENI,1,1591,2008,138,-19.54882,40.299835,LENI (M),1.0,2.990772308399399,0.16806722689075632
LENNA,2,1065,2013,119,-44.072697,43.711678,LENNA (F),0.0,2.9166120203214216,0.15126050420168066
LENNY,1,22866,2011,1620,-25.83318,36.88349,LENNY (M),1.0,2.994583501049255,0.16806722689075632
LENY,1,7722,2010,621,-22.493845,39.660583,LENY (M),1.0,3.1048929939634404,0.15966386554621848
LENZO,1,2186,2017,282,-57.29884,34.525707,LENZO (M),1.0,2.4499364240696373,0.10084033613445378
LEO,1,100955,2015,5097,-18.982136,18.01268,LEO (M),1.0,3.536801489690188,0.24369747899159663
LEO-PAUL,1,1772,2007,116,-12.90694,25.747671,LEO-PAUL (M),1.0,3.2129853551788656,0.2184873949579832
LEOCADIE,2,2364,1931,73,51.78722,17.603804,LEOCADIE (F),0.0,4.156897834660289,0.47058823529411764
LEON,1,119347,1910,3657,50.688995,24.978016,LEON (M),1.0,3.9975089257983734,0.44537815126050423
LEONA,2,4513,2009,265,25.542997,22.170618,LEONA (F),0.0,3.9947376190457233,0.44537815126050423
LEONARD,1,14323,2017,479,26.278408,19.813873,LEONARD (M),1.0,4.500296011729938,0.7394957983193278
LEONARDO,1,1921,2016,121,-47.129356,16.598633,LEONARDO (M),1.0,3.7904000522573953,0.2773109243697479
LEONCE,1,7372,1909,265,49.88814,23.160084,LEONCE (M),1.0,3.9152064645986844,0.37815126050420167
LEONCE,2,2061,1914,80,46.730522,28.314886,LEONCE (F),0.0,3.7278581293829727,0.33613445378151263
LEONE,2,24165,1920,788,55.446583,12.321696,LEONE (F),0.0,4.0103599542348425,0.453781512605042
LEONEL,1,1241,1928,23,42.477123,10.2704525,LEONEL (M),1.0,4.555178638463104,0.907563025210084
LEONIDE,2,1218,1901,48,43.38532,25.738016,LEONIDE (F),0.0,3.884222753495902,0.4117647058823529
LEONIE,2,58788,2011,1880,30.114237,21.124891,LEONIE (F),0.0,4.082188888921449,0.46218487394957986
LEONNE,2,2201,1922,87,51.99974,15.596042,LEONNE (F),0.0,3.918750903824961,0.4117647058823529
LEONOR,2,1446,2015,122,-47.833523,23.929771,LEONOR (F),0.0,3.5291049759826754,0.25210084033613445
LEONORE,2,2902,2017,159,-39.215405,19.32366,LEONORE (F),0.0,3.9937690528284313,0.3697478991596639
LEONTINE,2,23688,1904,1157,40.399117,30.178642,LEONTINE (F),0.0,3.60417369041804,0.2689075630252101
LEOPOLD,1,16539,1908,397,35.076714,19.745975,LEOPOLD (M),1.0,4.321353758048899,0.5882352941176471
LEOPOLDINE,2,1958,2016,67,23.983727,17.678087,LEOPOLDINE (F),0.0,4.315722253800117,0.6386554621848739
LESLIE,2,15132,1990,793,-13.728963,-33.83088,LESLIE (F),0.0,3.6608635215158056,0.33613445378151263
LESLY,2,1855,2001,94,-4.5880795,-5.4403095,LESLY (F),0.0,3.6537733176903013,0.35294117647058826
LETICIA,2,1287,2016,51,-34.144535,0.28311408,LETICIA (F),0.0,3.8595831619075818,0.42857142857142855
LEVI,1,1024,2017,84,-46.09226,20.776854,LEVI (M),1.0,3.431629065544204,0.2605042016806723
LEVY,1,1038,2017,62,-30.573244,18.086498,LEVY (M),1.0,3.510376769213044,0.2605042016806723
LEWIS,1,1572,2017,176,-58.05907,21.21016,LEWIS (M),1.0,3.2276276922895923,0.20168067226890757
LEXIE,2,1441,2015,244,-60.627872,33.678062,LEXIE (F),0.0,2.186136810465513,0.07563025210084033
LEYA,2,1319,2017,143,-51.08536,31.646427,LEYA (F),0.0,2.7453860292126504,0.13445378151260504
LEYLA,2,2509,2016,137,-35.66645,11.291562,LEYLA (F),0.0,3.699210990745594,0.35294117647058826
LEYNA,2,3474,2016,401,-54.3761,35.162914,LEYNA (F),0.0,2.631622568017132,0.12605042016806722
LIA,2,3919,2017,377,-51.64465,27.131569,LIA (F),0.0,3.2972703809106405,0.15126050420168066
LIAM,1,27693,2016,3703,-59.605026,30.538227,LIAM (M),1.0,2.6504927754086407,0.13445378151260504
LIANA,2,2397,2017,252,-52.109814,28.607773,LIANA (F),0.0,3.059776825775012,0.13445378151260504
LIDIA,2,2143,1971,52,31.605028,-27.532385,LIDIA (F),0.0,4.6048261215913575,0.907563025210084
LIDWINE,2,1026,1972,136,9.580561,-59.88675,LIDWINE (F),0.0,3.273886999696886,0.18487394957983194
LILA,2,13901,2012,813,-24.950851,24.113987,LILA (F),0.0,3.682871841206321,0.33613445378151263
LILAS,2,3663,2012,205,-23.732323,24.293571,LILAS (F),0.0,3.587096348079193,0.2689075630252101
LILI,2,6405,2008,545,-9.750932,38.13436,LILI (F),0.0,3.2643626536100645,0.15966386554621848
LILI-ROSE,2,1662,2010,179,-11.090573,42.349255,LILI-ROSE (F),0.0,2.776091543191751,0.14285714285714285
LILIA,2,10358,2011,561,-25.408096,25.243736,LILIA (F),0.0,3.7630484004864795,0.3277310924369748
LILIAN,1,25662,2006,1416,-2.292681,14.997691,LILIAN (M),1.0,3.849434139954942,0.42016806722689076
LILIANA,2,1386,2015,77,-42.25794,14.429586,LILIANA (F),0.0,4.059290538405349,0.453781512605042
LILIANE,2,112071,1947,5172,55.579685,-12.838251,LILIANE (F),0.0,3.8523149843761653,0.36134453781512604
LILIANNE,2,2163,1939,91,51.954037,-6.8329287,LILIANNE (F),0.0,3.803600826081079,0.3949579831932773
LILIE,2,2239,2011,208,-13.073327,43.288067,LILIE (F),0.0,3.0517054437860547,0.14285714285714285
LILLY,2,4437,2008,430,-13.159253,44.330196,LILLY (F),0.0,3.261911283205017,0.14285714285714285
LILOU,2,41335,2009,3852,-12.187317,42.613647,LILOU (F),0.0,2.8141036395969516,0.15126050420168066
LILWENN,2,1774,2013,281,-47.58885,43.840286,LILWENN (F),0.0,2.4224831303518854,0.10084033613445378
LILY,2,18643,2011,1660,-30.91902,43.313698,LILY (F),0.0,3.0495632043787224,0.15126050420168066
LILY-ROSE,2,5095,2010,482,-32.224342,42.661037,LILY-ROSE (F),0.0,2.7059108575709643,0.14285714285714285
LILYA,2,3848,2015,385,-48.23231,33.501793,LILYA (F),0.0,2.927529470085601,0.13445378151260504
LINA,2,55611,2012,3462,-32.031998,33.984123,LINA (F),0.0,3.836780492926496,0.2184873949579832
LINDA,2,30723,1982,1515,3.4654434,-50.889206,LINDA (F),0.0,3.9394436481968875,0.46218487394957986
LINDSAY,2,8460,2008,385,-20.686726,0.23608127,LINDSAY (F),0.0,3.5601687549893746,0.29411764705882354
LINDSEY,2,1608,1985,81,-29.723614,1.1476296,LINDSEY (F),0.0,3.545023378125081,0.3025210084033613
LINE,2,13332,1957,363,29.707823,-31.136042,LINE (F),0.0,4.5033433852980345,0.8319327731092437
LINETTE,2,1019,1947,41,56.47786,-10.1085615,LINETTE (F),0.0,3.9276594826504954,0.4957983193277311
LINO,1,5214,2016,374,-39.78865,33.10879,LINO (M),1.0,3.6208817197440433,0.17647058823529413
LIONEL,1,92202,1971,4043,24.659859,-45.01807,LIONEL (M),1.0,4.172684546972287,0.48739495798319327
LIONNEL,1,2622,1970,125,27.48549,-45.47452,LIONNEL (M),1.0,4.199285387558771,0.5126050420168067
LISA,2,65836,2001,3609,0.53673756,6.2839875,LISA (F),0.0,3.6261112924576366,0.2857142857142857
LISA-MARIE,2,1111,2003,77,3.6806958,3.7416837,LISA-MARIE (F),0.0,3.340231122944106,0.25210084033613445
LISANDRO,1,1948,2017,312,-63.768806,30.079739,LISANDRO (M),1.0,2.256375919166681,0.08403361344537816
LISE,2,34036,2012,997,-26.65876,-2.7420366,LISE (F),0.0,4.406552732195342,0.7647058823529411
LISEA,2,1036,2005,157,-56.193142,44.21737,LISEA (F),0.0,2.5570247324986775,0.1092436974789916
LISETTE,2,4489,1953,132,52.633884,-10.437873,LISETTE (F),0.0,4.305425313542742,0.6050420168067226
LISIANE,2,2768,1954,139,49.681908,-29.274199,LISIANE (F),0.0,3.9717343203751505,0.44537815126050423
LISON,2,9817,2010,595,-21.985678,23.999258,LISON (F),0.0,3.288539661075957,0.24369747899159663
LIV,2,1435,2017,195,-59.61263,25.509418,LIV (F),0.0,2.7211979225422716,0.13445378151260504
LIVIA,2,6795,2014,795,-58.080006,30.716438,LIVIA (F),0.0,3.375304769634364,0.11764705882352941
